Date,Buoy,Chl,Turbidez
2016-06-08,CTD8,14.81,4.23
2016-06-29,CTD4,14.65,5.87
2016-08-02,CTD1,12.87,5.33
2016-08-02,CTD10,17.57,7.35
2016-08-02,CTD11,17.94,5.91
2016-08-02,CTD12,17.36,6.72
2016-08-02,CTD2,15.92,5.34
2016-08-02,CTD3,15.69,4.5
2016-08-02,CTD4,11.17,4.65
2016-08-02,CTD6,16.42,5.81
2016-08-02,CTD7,17.19,7.33
2016-08-02,CTD8,14.97,7.53
2016-08-02,CTD9,10.98,24.44
2016-08-04,CTD1,16.44,6.75
2016-08-04,CTD10,22.68,4.63
2016-08-04,CTD11,20.78,4.79
2016-08-04,CTD12,24.43,6.09
2016-08-04,CTD2,12.1,4.39
2016-08-04,CTD3,10.54,3.88
2016-08-04,CTD4,7.95,3.54
2016-08-04,CTD6,11.11,5.23
2016-08-04,CTD7,14.58,5.58
2016-08-04,CTD8,20.77,5.8
2016-08-04,CTD9,10.18,7.71
2016-08-09,CTD1,10.27,6.78
2016-08-09,CTD10,10.85,3.72
2016-08-09,CTD11,9.53,3.51
2016-08-09,CTD12,10.5,3.99
2016-08-09,CTD2,11.29,4.53
2016-08-09,CTD3,12.56,3.76
2016-08-09,CTD4,8.48,3.23
2016-08-09,CTD5,0.21,0.12
2016-08-09,CTD6,12.64,4.93
2016-08-09,CTD7,13.99,5.84
2016-08-09,CTD8,14.12,6.09
2016-08-09,CTD9,3.66,6.2
2016-08-22,CTD12,12.24,6.77
2016-08-25,CTD1,15.94,6.29
2016-08-25,CTD10,21.03,11.39
2016-08-25,CTD11,19.94,7.4
2016-08-25,CTD2,18.26,6.17
2016-08-25,CTD3,15.98,4.77
2016-08-25,CTD4,16.52,3.66
2016-08-25,CTD5,0.44,1.06
2016-08-25,CTD6,13.77,7.41
2016-08-25,CTD7,13.67,8.48
2016-08-25,CTD8,12.02,8.75
2016-08-25,CTD9,14.7,22.11
2016-08-26,CTD4,,
2016-08-27,CTD4,,
2016-08-30,CTD1,12.46,5.94
2016-08-30,CTD10,17.37,7.72
2016-08-30,CTD11,10.52,6.48
2016-08-30,CTD2,14.06,5.41
2016-08-30,CTD3,15.38,5.0
2016-08-30,CTD4,12.42,4.27
2016-08-30,CTD5,1.67,0.44
2016-08-30,CTD6,17.86,5.4
2016-08-30,CTD7,18.3,10.93
2016-08-30,CTD8,19.33,6.48
2016-08-30,CTD9,8.44,12.22
2016-08-31,CTD1,,
2016-09-01,CTD1,,
2016-09-06,CTD1,18.47,4.81
2016-09-06,CTD10,18.32,5.35
2016-09-06,CTD11,15.9,6.22
2016-09-06,CTD12,11.81,3.33
2016-09-06,CTD2,18.53,3.48
2016-09-06,CTD3,16.77,3.6
2016-09-06,CTD4,12.07,3.67
2016-09-06,CTD5,,
2016-09-06,CTD6,13.32,3.96
2016-09-06,CTD7,16.14,6.71
2016-09-06,CTD8,15.99,5.75
2016-09-06,CTD9,6.76,5.77
2016-09-08,CTD1,23.19,4.91
2016-09-08,CTD10,14.67,4.42
2016-09-08,CTD11,16.1,3.03
2016-09-08,CTD12,14.53,3.69
2016-09-08,CTD2,17.47,3.95
2016-09-08,CTD3,14.11,3.56
2016-09-08,CTD4,14.72,2.59
2016-09-08,CTD5,0.94,0.04
2016-09-08,CTD6,15.48,4.13
2016-09-08,CTD7,17.88,4.29
2016-09-08,CTD9,3.8,5.55
2016-09-22,CTD1,14.53,6.84
2016-09-22,CTD10,10.86,9.25
2016-09-22,CTD11,16.39,6.81
2016-09-22,CTD2,14.6,8.81
2016-09-22,CTD3,12.65,5.97
2016-09-22,CTD4,11.3,4.49
2016-09-22,CTD5,0.56,0.97
2016-09-22,CTD6,11.5,5.71
2016-09-22,CTD7,6.37,7.93
2016-09-22,CTD8,12.56,8.3
2016-09-22,CTD9,8.92,9.91
2016-09-29,CTD1,11.83,6.75
2016-09-29,CTD10,1.0,16.35
2016-09-29,CTD11,13.85,10.67
2016-09-29,CTD12,11.67,9.23
2016-09-29,CTD2,12.31,13.17
2016-09-29,CTD3,11.96,6.05
2016-09-29,CTD5,0.46,3.39
2016-09-29,CTD6,11.62,7.93
2016-09-29,CTD7,11.19,12.06
2016-09-29,CTD8,10.19,14.17
2016-09-29,CTD9,13.75,43.47
